image_path,original_class,focusdrive_class,class_name,image_name
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_87017.jpg,c6,1,Distracted,img_87017.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_97731.jpg,c8,1,Distracted,img_97731.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_70271.jpg,c4,1,Distracted,img_70271.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_32899.jpg,c4,1,Distracted,img_32899.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_23611.jpg,c4,1,Distracted,img_23611.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_1504.jpg,c2,1,Distracted,img_1504.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_11611.jpg,c6,1,Distracted,img_11611.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_34726.jpg,c7,1,Distracted,img_34726.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_3040.jpg,c3,1,Distracted,img_3040.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_19282.jpg,c3,1,Distracted,img_19282.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_69668.jpg,c4,1,Distracted,img_69668.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_92537.jpg,c4,1,Distracted,img_92537.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_86500.jpg,c7,1,Distracted,img_86500.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_72127.jpg,c5,1,Distracted,img_72127.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_6759.jpg,c5,1,Distracted,img_6759.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_93190.jpg,c5,1,Distracted,img_93190.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_100689.jpg,c6,1,Distracted,img_100689.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_40908.jpg,c9,1,Distracted,img_40908.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_32997.jpg,c3,1,Distracted,img_32997.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_1467.jpg,c5,1,Distracted,img_1467.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_92210.jpg,c2,1,Distracted,img_92210.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_16666.jpg,c1,1,Distracted,img_16666.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_46864.jpg,c6,1,Distracted,img_46864.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_13840.jpg,c1,1,Distracted,img_13840.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_22159.jpg,c5,1,Distracted,img_22159.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_74524.jpg,c8,1,Distracted,img_74524.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_28897.jpg,c1,1,Distracted,img_28897.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_11494.jpg,c4,1,Distracted,img_11494.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_24583.jpg,c7,1,Distracted,img_24583.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_29293.jpg,c6,1,Distracted,img_29293.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_45956.jpg,c4,1,Distracted,img_45956.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_97427.jpg,c3,1,Distracted,img_97427.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_30708.jpg,c2,1,Distracted,img_30708.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_95649.jpg,c0,0,Attentive,img_95649.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_12633.jpg,c9,1,Distracted,img_12633.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_73347.jpg,c6,1,Distracted,img_73347.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_55692.jpg,c5,1,Distracted,img_55692.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_61086.jpg,c7,1,Distracted,img_61086.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_13188.jpg,c2,1,Distracted,img_13188.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_312.jpg,c9,1,Distracted,img_312.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_37262.jpg,c9,1,Distracted,img_37262.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_8142.jpg,c5,1,Distracted,img_8142.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_42080.jpg,c3,1,Distracted,img_42080.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_38098.jpg,c3,1,Distracted,img_38098.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_98248.jpg,c6,1,Distracted,img_98248.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_53590.jpg,c7,1,Distracted,img_53590.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_32246.jpg,c6,1,Distracted,img_32246.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_12717.jpg,c3,1,Distracted,img_12717.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_24314.jpg,c7,1,Distracted,img_24314.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_102083.jpg,c4,1,Distracted,img_102083.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_48063.jpg,c1,1,Distracted,img_48063.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_57830.jpg,c5,1,Distracted,img_57830.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_60846.jpg,c4,1,Distracted,img_60846.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_1705.jpg,c6,1,Distracted,img_1705.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_74540.jpg,c3,1,Distracted,img_74540.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_21096.jpg,c1,1,Distracted,img_21096.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_84200.jpg,c5,1,Distracted,img_84200.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_95317.jpg,c2,1,Distracted,img_95317.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_33923.jpg,c9,1,Distracted,img_33923.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_55338.jpg,c2,1,Distracted,img_55338.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_1146.jpg,c8,1,Distracted,img_1146.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_13378.jpg,c4,1,Distracted,img_13378.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_41911.jpg,c0,0,Attentive,img_41911.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_75770.jpg,c8,1,Distracted,img_75770.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_99915.jpg,c7,1,Distracted,img_99915.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_37094.jpg,c0,0,Attentive,img_37094.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_6398.jpg,c3,1,Distracted,img_6398.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_8235.jpg,c3,1,Distracted,img_8235.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_95966.jpg,c9,1,Distracted,img_95966.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_11071.jpg,c1,1,Distracted,img_11071.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_94751.jpg,c5,1,Distracted,img_94751.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_99361.jpg,c1,1,Distracted,img_99361.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_59935.jpg,c2,1,Distracted,img_59935.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_74652.jpg,c4,1,Distracted,img_74652.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_26139.jpg,c5,1,Distracted,img_26139.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_23794.jpg,c2,1,Distracted,img_23794.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_23592.jpg,c0,0,Attentive,img_23592.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_41725.jpg,c2,1,Distracted,img_41725.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_15928.jpg,c5,1,Distracted,img_15928.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_71276.jpg,c7,1,Distracted,img_71276.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_22190.jpg,c7,1,Distracted,img_22190.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_14420.jpg,c1,1,Distracted,img_14420.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_18635.jpg,c1,1,Distracted,img_18635.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_40017.jpg,c2,1,Distracted,img_40017.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_38128.jpg,c4,1,Distracted,img_38128.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_66347.jpg,c9,1,Distracted,img_66347.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_77095.jpg,c5,1,Distracted,img_77095.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_149.jpg,c1,1,Distracted,img_149.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_88922.jpg,c6,1,Distracted,img_88922.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_1019.jpg,c7,1,Distracted,img_1019.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_43653.jpg,c6,1,Distracted,img_43653.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_53432.jpg,c3,1,Distracted,img_53432.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_15661.jpg,c2,1,Distracted,img_15661.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_99094.jpg,c2,1,Distracted,img_99094.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_26105.jpg,c9,1,Distracted,img_26105.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_33949.jpg,c1,1,Distracted,img_33949.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_49775.jpg,c0,0,Attentive,img_49775.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_68607.jpg,c0,0,Attentive,img_68607.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_94986.jpg,c4,1,Distracted,img_94986.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_98423.jpg,c9,1,Distracted,img_98423.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_10739.jpg,c6,1,Distracted,img_10739.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_40349.jpg,c0,0,Attentive,img_40349.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_84560.jpg,c8,1,Distracted,img_84560.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_32297.jpg,c1,1,Distracted,img_32297.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_73196.jpg,c9,1,Distracted,img_73196.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_89846.jpg,c1,1,Distracted,img_89846.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_53058.jpg,c9,1,Distracted,img_53058.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_99662.jpg,c4,1,Distracted,img_99662.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_3287.jpg,c2,1,Distracted,img_3287.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_27370.jpg,c4,1,Distracted,img_27370.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_29784.jpg,c4,1,Distracted,img_29784.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_65863.jpg,c9,1,Distracted,img_65863.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_8748.jpg,c7,1,Distracted,img_8748.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_96629.jpg,c5,1,Distracted,img_96629.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_1605.jpg,c5,1,Distracted,img_1605.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_72414.jpg,c5,1,Distracted,img_72414.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_29406.jpg,c3,1,Distracted,img_29406.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_19167.jpg,c4,1,Distracted,img_19167.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_34020.jpg,c7,1,Distracted,img_34020.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_8254.jpg,c6,1,Distracted,img_8254.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_61961.jpg,c4,1,Distracted,img_61961.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_91863.jpg,c7,1,Distracted,img_91863.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_55461.jpg,c1,1,Distracted,img_55461.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_4269.jpg,c6,1,Distracted,img_4269.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_60673.jpg,c4,1,Distracted,img_60673.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_87165.jpg,c6,1,Distracted,img_87165.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_12910.jpg,c5,1,Distracted,img_12910.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_30031.jpg,c7,1,Distracted,img_30031.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_19789.jpg,c4,1,Distracted,img_19789.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_101321.jpg,c4,1,Distracted,img_101321.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_22523.jpg,c4,1,Distracted,img_22523.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_64419.jpg,c1,1,Distracted,img_64419.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_56751.jpg,c6,1,Distracted,img_56751.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_12105.jpg,c2,1,Distracted,img_12105.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_66563.jpg,c5,1,Distracted,img_66563.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_22707.jpg,c6,1,Distracted,img_22707.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_96573.jpg,c6,1,Distracted,img_96573.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_38864.jpg,c9,1,Distracted,img_38864.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_66120.jpg,c4,1,Distracted,img_66120.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_6185.jpg,c6,1,Distracted,img_6185.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_48620.jpg,c8,1,Distracted,img_48620.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_96114.jpg,c3,1,Distracted,img_96114.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_101102.jpg,c6,1,Distracted,img_101102.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_69787.jpg,c9,1,Distracted,img_69787.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_74361.jpg,c1,1,Distracted,img_74361.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_53894.jpg,c7,1,Distracted,img_53894.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_16322.jpg,c2,1,Distracted,img_16322.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_88202.jpg,c8,1,Distracted,img_88202.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_22932.jpg,c6,1,Distracted,img_22932.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_4927.jpg,c6,1,Distracted,img_4927.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_37419.jpg,c5,1,Distracted,img_37419.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_5680.jpg,c1,1,Distracted,img_5680.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_32914.jpg,c8,1,Distracted,img_32914.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_63348.jpg,c5,1,Distracted,img_63348.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_89455.jpg,c2,1,Distracted,img_89455.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_29829.jpg,c6,1,Distracted,img_29829.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_43274.jpg,c0,0,Attentive,img_43274.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_92511.jpg,c6,1,Distracted,img_92511.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_44669.jpg,c7,1,Distracted,img_44669.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_3325.jpg,c3,1,Distracted,img_3325.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_66960.jpg,c5,1,Distracted,img_66960.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_79838.jpg,c0,0,Attentive,img_79838.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_84614.jpg,c4,1,Distracted,img_84614.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_45195.jpg,c4,1,Distracted,img_45195.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_62420.jpg,c3,1,Distracted,img_62420.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_58123.jpg,c5,1,Distracted,img_58123.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_46538.jpg,c9,1,Distracted,img_46538.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c1/img_30339.jpg,c1,1,Distracted,img_30339.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_58644.jpg,c9,1,Distracted,img_58644.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_72276.jpg,c0,0,Attentive,img_72276.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_37057.jpg,c9,1,Distracted,img_37057.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_43834.jpg,c6,1,Distracted,img_43834.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_99891.jpg,c6,1,Distracted,img_99891.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_33184.jpg,c5,1,Distracted,img_33184.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_55641.jpg,c7,1,Distracted,img_55641.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_75188.jpg,c8,1,Distracted,img_75188.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_44770.jpg,c3,1,Distracted,img_44770.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_64403.jpg,c2,1,Distracted,img_64403.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_86653.jpg,c6,1,Distracted,img_86653.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_6998.jpg,c4,1,Distracted,img_6998.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_25993.jpg,c2,1,Distracted,img_25993.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_48472.jpg,c4,1,Distracted,img_48472.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_2421.jpg,c8,1,Distracted,img_2421.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_64666.jpg,c9,1,Distracted,img_64666.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_14895.jpg,c4,1,Distracted,img_14895.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_54451.jpg,c9,1,Distracted,img_54451.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_62724.jpg,c9,1,Distracted,img_62724.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_74571.jpg,c2,1,Distracted,img_74571.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_36657.jpg,c5,1,Distracted,img_36657.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_40576.jpg,c6,1,Distracted,img_40576.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_77515.jpg,c8,1,Distracted,img_77515.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c9/img_48683.jpg,c9,1,Distracted,img_48683.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c8/img_15441.jpg,c8,1,Distracted,img_15441.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c5/img_23364.jpg,c5,1,Distracted,img_23364.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_10710.jpg,c0,0,Attentive,img_10710.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_9309.jpg,c3,1,Distracted,img_9309.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_53168.jpg,c0,0,Attentive,img_53168.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_68158.jpg,c7,1,Distracted,img_68158.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c3/img_63673.jpg,c3,1,Distracted,img_63673.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c6/img_19655.jpg,c6,1,Distracted,img_19655.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c0/img_59558.jpg,c0,0,Attentive,img_59558.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_62911.jpg,c2,1,Distracted,img_62911.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c7/img_36861.jpg,c7,1,Distracted,img_36861.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c4/img_52406.jpg,c4,1,Distracted,img_52406.jpg
/Users/prahaas/Downloads/Focus Drive Lstm model /data/raw/imgs/train/c2/img_25263.jpg,c2,1,Distracted,img_25263.jpg
